Unnamed: 0,date,hold_pnl,trade_pnl,trade_cost,total_pnl,market_value,cum_pnl,balance,return,net
0,2023-04-07,162.5,1175.0,124.69999999999993,1212.8000000000002,74512.5,1212.8000000000002,1001212.8,0.0012128000000000002,1.0012128
1,2023-04-10,-212.5,987.5,60.19999999999997,714.8000000000001,74037.5,1927.6000000000004,1001927.6000000001,0.0007139341406741903,1.0019276
2,2023-04-11,-350.0,412.5,90.29999999999995,-27.799999999999955,0.0,1899.8000000000004,1001899.8,-2.7746515816112813e-05,1.0018998
3,2023-04-12,-175.0,125.0,60.19999999999997,-110.19999999999996,0.0,1789.6000000000004,1001789.6000000001,-0.00010999103902406204,1.0017896
4,2023-04-13,-587.5,775.0,124.69999999999993,62.80000000000007,74362.5,1852.4000000000005,1001852.4000000001,6.268781388826563e-05,1.0018524
5,2023-04-14,0.0,1812.5,81.69999999999996,1730.8,0.0,3583.2000000000007,1003583.2000000002,0.0017275997941413324,1.0035832
6,2023-04-17,-487.5,1350.0,107.49999999999994,755.0,75612.5,4338.200000000001,1004338.2000000002,0.0007523043430778832,1.0043382
7,2023-04-18,-37.5,712.5,85.99999999999996,589.0,75737.5,4927.200000000001,1004927.2000000002,0.0005864558372866829,1.0049272000000002
8,2023-04-19,0.0,137.5,133.29999999999995,4.2000000000000455,0.0,4931.400000000001,1004931.4000000001,4.179407224722392e-06,1.0049314000000003
9,2023-04-20,0.0,475.0,137.59999999999997,337.40000000000003,0.0,5268.8,1005268.8000000002,0.00033574431050716497,1.0052688000000003
10,2023-04-21,-325.0,700.0,137.59999999999997,237.40000000000003,148575.0,5506.2,1005506.2000000002,0.00023615574262326653,1.0055062000000003
11,2023-04-24,-175.0,1025.0,154.8,695.2,0.0,6201.4,1006201.4000000001,0.0006913930515793934,1.0062014000000004
12,2023-04-25,-37.5,1500.0,107.49999999999994,1355.0,76087.5,7556.4,1007556.4000000001,0.0013466488915638557,1.0075564000000004
13,2023-04-26,-325.0,1762.5,150.5,1287.0,0.0,8843.4,1008843.4000000001,0.0012773478487159626,1.0088434000000004
14,2023-04-27,-437.5,825.0,133.29999999999995,254.20000000000005,76112.5,9097.6,1009097.6000000001,0.0002519717133501592,1.0090976000000005
15,2023-04-28,312.5,637.5,111.79999999999994,838.2,77412.5,9935.800000000001,1009935.8,0.0008306431409607951,1.0099358000000005
16,2023-05-04,-537.5,-362.5,111.79999999999994,-1011.8,78562.5,8924.000000000002,1008924.0,-0.0010018458599051544,1.0089240000000006
17,2023-05-05,-800.0,-37.5,146.2,-983.7,79950.0,7940.300000000002,1007940.3,-0.00097499910796056,1.0079403000000007
18,2023-05-08,0.0,1075.0,98.89999999999995,976.1,0.0,8916.400000000001,1008916.4,0.0009684105298696758,1.0089164000000008
19,2023-05-09,-1275.0,0.0,150.5,-1425.5,78000.0,7490.9000000000015,1007490.9,-0.0014129020006018339,1.0074909000000007
20,2023-05-10,0.0,1200.0,133.29999999999995,1066.7,0.0,8557.600000000002,1008557.6,0.0010587688682845672,1.0085576000000007
21,2023-05-11,-762.5,-75.0,133.29999999999995,-970.8,78112.5,7586.800000000002,1007586.7999999999,-0.0009625627728153553,1.0075868000000008
22,2023-05-12,-425.0,-812.5,141.89999999999998,-1379.4,154425.0,6207.4000000000015,1006207.3999999999,-0.0013690135678633346,1.0062074000000008
23,2023-05-15,-2025.0,1200.0,120.39999999999993,-945.4,0.0,5262.000000000002,1005261.9999999999,-0.0009395677272896225,1.0052620000000008
24,2023-05-16,-187.5,3725.0,107.49999999999994,3430.0,78537.5,8692.000000000002,1008691.9999999999,0.0034120458149218815,1.0086920000000008
25,2023-05-17,-50.0,512.5,128.99999999999994,333.50000000000006,78575.0,9025.500000000002,1009025.4999999999,0.00033062619709485166,1.0090255000000008
26,2023-05-18,150.0,-350.0,68.79999999999997,-268.79999999999995,79275.0,8756.700000000003,1008756.6999999998,-0.0002663956460961591,1.0087567000000008
27,2023-05-19,0.0,1025.0,133.29999999999995,891.7,0.0,9648.400000000003,1009648.3999999998,0.0008839594324379707,1.0096484000000008
28,2023-05-22,-750.0,75.0,172.00000000000006,-847.0,161300.0,8801.400000000003,1008801.3999999998,-0.0008389059003114354,1.0088014000000007
29,2023-05-23,37.5,-350.0,124.69999999999993,-437.19999999999993,80712.5,8364.200000000003,1008364.1999999998,-0.0004333855999803331,1.0083642000000008
30,2023-05-24,0.0,1662.5,176.30000000000007,1486.1999999999998,0.0,9850.400000000001,1009850.3999999998,0.0014738722378283562,1.009850400000001
31,2023-05-25,250.0,300.0,146.2,403.8,155675.0,10254.2,1010254.1999999998,0.00039986120716494253,1.010254200000001
32,2023-05-26,-1237.5,1550.0,133.29999999999995,179.20000000000005,232087.5,10433.400000000001,1010433.3999999998,0.00017738109873732778,1.010433400000001
33,2023-05-29,-12.5,1562.5,94.59999999999995,1455.4,78212.5,11888.800000000001,1011888.7999999998,0.0014403720225400311,1.011888800000001
