Unnamed: 0,date,hold_pnl,trade_pnl,trade_cost,total_pnl,market_value,cum_pnl,balance,return,net
34,2023-05-30,12.5,787.5,137.59999999999997,662.4000000000001,77512.5,12551.2,1012551.1999999998,0.0006546173848351718,1.012551200000001
35,2023-05-31,-37.5,737.5,137.59999999999997,562.4000000000001,77512.5,13113.6,1013113.5999999999,0.0005554287032596477,1.013113600000001
36,2023-06-01,-12537.5,1662.5,77.39999999999996,-10952.4,245962.5,2161.2000000000007,1002161.1999999998,-0.010810633674249365,1.0021612000000009
37,2023-06-02,1012.5,-2025.0,124.69999999999993,-1137.1999999999998,163425.0,1024.000000000001,1001023.9999999999,-0.0011347475835224911,1.0010240000000008
38,2023-06-05,-6300.0,737.5,90.29999999999995,-5652.8,251437.5,-4628.799999999999,995371.1999999998,-0.005647017454126975,0.9953712000000008
39,2023-06-06,-1537.5,300.0,42.99999999999998,-1280.5,252975.0,-5909.299999999999,994090.6999999998,-0.0012864547417084202,0.9940907000000008
40,2023-06-07,1375.0,-1500.0,98.89999999999995,-223.89999999999995,168175.0,-6133.199999999999,993866.7999999998,-0.00022523095729594893,0.9938668000000007
41,2023-06-08,-637.5,562.5,68.79999999999997,-143.79999999999995,168675.0,-6276.999999999999,993722.9999999998,-0.00014468739674169614,0.9937230000000007
42,2023-06-09,812.5,-37.5,60.19999999999997,714.8000000000001,167950.0,-5562.199999999999,994437.7999999998,0.0007193151411409419,0.9944378000000006
43,2023-06-12,1025.0,225.0,34.399999999999984,1215.6,167525.0,-4346.5999999999985,995653.3999999998,0.0012223992289914967,0.9956534000000006
44,2023-06-13,-1800.0,1287.5,98.89999999999995,-611.4,84362.5,-4957.999999999998,995041.9999999998,-0.0006140691128057214,0.9950420000000006
45,2023-06-14,587.5,150.0,81.69999999999996,655.8000000000001,168275.0,-4302.199999999998,995697.7999999998,0.0006590676574456156,0.9956978000000006
46,2023-06-15,900.0,-212.5,81.69999999999996,605.8000000000001,251512.5,-3696.399999999998,996303.5999999999,0.0006084175339144067,0.9963036000000007
47,2023-06-16,-1087.5,250.0,90.29999999999995,-927.8,167975.0,-4624.199999999998,995375.7999999998,-0.0009312422438300937,0.9953758000000007
48,2023-06-19,4962.5,1062.5,51.59999999999997,5973.4,0.0,1349.2000000000016,1001349.1999999998,0.006001150520235674,1.0013492000000008
49,2023-06-20,-3300.0,212.5,90.29999999999995,-3177.8,250462.5,-1828.5999999999985,998171.3999999998,-0.003173518289124314,0.9981714000000008
50,2023-06-21,5087.5,175.0,38.69999999999998,5223.8,163525.0,3395.2000000000016,1003395.1999999998,0.005233369739906394,1.0033952000000008
51,2023-06-26,1275.0,137.5,4.299999999999999,1408.2,244012.5,4803.4000000000015,1004803.3999999998,0.0014034350572934774,1.004803400000001
52,2023-06-27,-675.0,600.0,51.59999999999997,-126.59999999999997,244687.5,4676.800000000001,1004676.7999999998,-0.00012599479659404018,1.004676800000001
53,2023-06-28,-262.5,100.0,64.49999999999997,-226.99999999999997,163275.0,4449.800000000001,1004449.7999999998,-0.0002259433083355762,1.004449800000001
54,2023-06-29,362.5,-487.5,94.59999999999995,-219.59999999999997,0.0,4230.200000000001,1004230.1999999998,-0.00021862715289504763,1.0042302000000012
55,2023-06-30,-5887.5,2237.5,68.79999999999997,-3718.8,0.0,511.40000000000055,1000511.3999999998,-0.0037031349983300647,1.000511400000001
56,2023-07-03,0.0,17225.0,111.79999999999994,17113.2,0.0,17624.600000000002,1017624.5999999997,0.017104452782846856,1.017624600000001
57,2023-07-04,-112.5,725.0,133.29999999999995,479.20000000000005,82537.5,18103.800000000003,1018103.7999999997,0.00047090056588647733,1.0181038000000011
58,2023-07-05,-12.5,387.5,172.00000000000006,202.99999999999994,82737.5,18306.800000000003,1018306.7999999997,0.00019939027828007322,1.018306800000001
59,2023-07-06,-62.5,12.5,172.00000000000006,-222.00000000000006,82887.5,18084.800000000003,1018084.7999999997,-0.00021800895368664938,1.0180848000000011
60,2023-07-07,150.0,-1287.5,133.29999999999995,-1270.8,166775.0,16814.000000000004,1016813.9999999997,-0.0012482260809708586,1.0168140000000012
61,2023-07-10,-300.0,625.0,172.00000000000006,152.99999999999994,166625.0,16967.000000000004,1016966.9999999997,0.00015046999746266279,1.016967000000001
62,2023-07-11,-4375.0,850.0,94.59999999999995,-3619.6,170950.0,13347.400000000003,1013347.3999999997,-0.0035592108691825802,1.0133474000000011
63,2023-07-12,-587.5,50.0,81.69999999999996,-619.1999999999999,86212.5,12728.200000000003,1012728.1999999997,-0.0006110441493213484,1.012728200000001
64,2023-07-13,-275.0,237.5,133.29999999999995,-170.79999999999995,172225.0,12557.400000000003,1012557.3999999997,-0.00016865334647539191,1.012557400000001
65,2023-07-14,600.0,550.0,77.39999999999996,1072.6000000000001,171275.0,13630.000000000004,1013629.9999999997,0.0010592979716507929,1.0136300000000011
66,2023-07-17,-2287.5,5425.0,116.09999999999994,3021.4,84537.5,16651.400000000005,1016651.3999999997,0.002980772076595998,1.016651400000001
67,2023-07-18,-212.5,2687.5,137.59999999999997,2337.4,85887.5,18988.800000000007,1018988.7999999997,0.0022991164916509248,1.018988800000001
68,2023-07-19,2175.0,-862.5,64.49999999999997,1248.0,171575.0,20236.800000000007,1020236.7999999997,0.0012247435889383674,1.0202368000000008
69,2023-07-20,125.0,1725.0,197.80000000000013,1652.1999999999998,171400.0,21889.000000000007,1021888.9999999997,0.0016194279602539335,1.021889000000001
70,2023-07-21,0.0,-175.0,8.599999999999998,-183.6,0.0,21705.40000000001,1021705.3999999997,-0.0001796672632741913,1.021705400000001
