Unnamed: 0,Ticker,Open_trade_datetime,Open_trade_price,Open_trade_num,size,open_commission,Close_trade_datetime,Close_trade_price,Close_trade_num,close_commission
0,cf2309,2023-04-06 21:00:00,14685.0,1,5.0,4.299999999999999,2023-04-06 21:25:00,14770.0,-1,4.299999999999999
1,cf2309,2023-04-06 21:00:00,14695.0,1,5.0,4.299999999999999,2023-04-06 21:25:00,14775.0,-1,4.299999999999999
2,cf2309,2023-04-06 21:45:00,14730.0,-1,5.0,4.299999999999999,2023-04-06 21:57:00,14725.0,1,4.299999999999999
3,cf2309,2023-04-06 21:44:00,14710.0,-1,5.0,4.299999999999999,2023-04-06 21:57:00,14725.0,1,4.299999999999999
4,cf2309,2023-04-06 22:13:00,14760.0,1,5.0,4.299999999999999,2023-04-06 22:28:00,14770.0,-1,4.299999999999999
5,cf2309,2023-04-06 22:54:00,14790.0,1,5.0,4.299999999999999,2023-04-06 22:59:00,14805.0,-1,4.299999999999999
6,cf2309,2023-04-07 09:00:00,14800.0,1,5.0,4.299999999999999,2023-04-07 09:11:00,14835.0,-1,4.299999999999999
7,cf2309,2023-04-07 09:00:00,14815.0,1,5.0,4.299999999999999,2023-04-07 09:12:00,14845.0,-1,4.299999999999999
8,cf2309,2023-04-07 09:12:00,14845.0,1,5.0,4.299999999999999,2023-04-07 09:35:00,14835.0,-1,4.299999999999999
9,cf2309,2023-04-07 10:30:00,14870.0,1,5.0,4.299999999999999,2023-04-07 11:00:00,14890.0,-1,4.299999999999999
10,cf2309,2023-04-07 13:58:00,14860.0,-1,5.0,4.299999999999999,2023-04-07 14:12:00,14870.0,1,4.299999999999999
11,cf2309,2023-04-07 13:53:00,14860.0,-1,5.0,4.299999999999999,2023-04-07 14:14:00,14860.0,1,4.299999999999999
12,cf2309,2023-04-07 14:32:00,14870.0,1,5.0,4.299999999999999,2023-04-07 14:40:00,14875.0,-1,4.299999999999999
13,cf2309,2023-04-07 14:32:00,14870.0,1,5.0,4.299999999999999,2023-04-07 14:40:00,14875.0,-1,4.299999999999999
14,cf2309,2023-04-07 21:08:00,14865.0,-1,5.0,4.299999999999999,2023-04-07 21:13:00,14855.0,1,4.299999999999999
15,cf2309,2023-04-07 21:16:00,14850.0,-1,5.0,4.299999999999999,2023-04-07 21:31:00,14850.0,1,4.299999999999999
16,cf2309,2023-04-07 21:47:00,14870.0,1,5.0,4.299999999999999,2023-04-07 22:00:00,14880.0,-1,4.299999999999999
17,cf2309,2023-04-07 22:53:00,14875.0,-1,5.0,4.299999999999999,2023-04-10 09:19:00,14785.0,1,4.299999999999999
18,cf2309,2023-04-07 22:53:00,14870.0,-1,5.0,4.299999999999999,2023-04-10 09:27:00,14775.0,1,4.299999999999999
19,cf2309,2023-04-10 10:52:00,14850.0,1,5.0,4.299999999999999,2023-04-10 10:54:00,14865.0,-1,4.299999999999999
20,cf2309,2023-04-10 11:21:00,14820.0,-1,5.0,4.299999999999999,2023-04-10 14:07:00,14790.0,1,4.299999999999999
21,cf2309,2023-04-10 21:07:00,14790.0,1,5.0,4.299999999999999,2023-04-10 21:11:00,14785.0,-1,4.299999999999999
22,cf2309,2023-04-10 21:11:00,14785.0,-1,5.0,4.299999999999999,2023-04-10 21:36:00,14755.0,1,4.299999999999999
23,cf2309,2023-04-10 21:58:00,14755.0,-1,5.0,4.299999999999999,2023-04-10 22:00:00,14755.0,1,4.299999999999999
24,cf2309,2023-04-10 21:58:00,14755.0,-1,5.0,4.299999999999999,2023-04-10 22:27:00,14745.0,1,4.299999999999999
25,cf2309,2023-04-10 22:28:00,14745.0,-1,5.0,4.299999999999999,2023-04-10 22:59:00,14730.0,1,4.299999999999999
26,cf2309,2023-04-11 09:00:00,14720.0,-1,5.0,4.299999999999999,2023-04-11 09:32:00,14665.0,1,4.299999999999999
27,cf2309,2023-04-11 09:46:00,14640.0,-1,5.0,4.299999999999999,2023-04-11 10:07:00,14635.0,1,4.299999999999999
28,cf2309,2023-04-11 10:39:00,14660.0,1,5.0,4.299999999999999,2023-04-11 10:43:00,14665.0,-1,4.299999999999999
29,cf2309,2023-04-11 13:43:00,14690.0,-1,5.0,4.299999999999999,2023-04-11 13:48:00,14675.0,1,4.299999999999999
